NAME,LATITUDE,LONGITUDE,NAICS_DESC,OPER_CAP,SUMMER_CAP,WINTER_CAP,GEN_UNITS,LINES
NRG DG CRYSTAL SPRING,41.679836,-70.495276,SOLAR ELECTRIC POWER GENERATION,4.2,4.2,4.2,1,0
BLADEN SOLAR,34.823522,-78.62345,SOLAR ELECTRIC POWER GENERATION,50,50,50,1,0
FALMOUTH LANDFILL SOLAR,41.610106,-70.598611,SOLAR ELECTRIC POWER GENERATION,3,3,3,1,0
UPLAND PRAIRIE,43.205807,-95.35008229,WIND ELECTRIC POWER GENERATION,299.3,299.3,299.3,1,0
ENGLISH FARMS,41.57,-92.40718,WIND ELECTRIC POWER GENERATION,171.5,171.5,171.5,1,0
EL DORADO SPRINGS SOLAR FARM,37.858706,-94.002631,SOLAR ELECTRIC POWER GENERATION,2.5,2.5,2.5,1,0
WOODHULL HOSPITAL,40.704774,-73.94186,FOSSIL FUEL ELECTRIC POWER GENERATION,8,8,8,5,0
THE ALLEN HOSPITAL,40.873268,-73.912967,FOSSIL FUEL ELECTRIC POWER GENERATION,1,1,1,1,0
MOUNT SINAI BETH ISRAEL,40.732666,-73.981597,FOSSIL FUEL ELECTRIC POWER GENERATION,3.8,3.8,3.8,8,0
VESELI COMMUNITY SOLAR GARDEN,44.526806,-93.366494,SOLAR ELECTRIC POWER GENERATION,1,1,1,1,0
NEW GERMANY COMMUNITY SOLAR GARDEN,44.905428,-94.000847,SOLAR ELECTRIC POWER GENERATION,1,1,1,1,0
LAKE WACONIA COMMUNITY SOLAR GARDEN,44.874961,-93.815011,SOLAR ELECTRIC POWER GENERATION,1,1,1,1,0
LAKE WACONIA IV COMMUNITY SOLAR GARDEN,44.87456839,-93.81483254,SOLAR ELECTRIC POWER GENERATION,1,1,1,1,0
ZUMBRO COMMUNITY SOLAR GARDEN,44.3194316,-92.66783343,SOLAR ELECTRIC POWER GENERATION,1,1,1,1,0
ANHEUSER-BUSCH BALDWINSVILLE,43.151537,-76.414844,SOLAR ELECTRIC POWER GENERATION,2,2,2,1,0
COLUMBIA UNIVERSITY - JOHNSON FARMS,41.379107,-74.263804,SOLAR ELECTRIC POWER GENERATION,2,2,2,1,0
TIME WARNER CABLE ENTERPRISES - MARTINO,43.18475619,-75.43358877,SOLAR ELECTRIC POWER GENERATION,2,2,2,1,0
COLUMBIA UNIVERSITY - MINISINK,41.29416103,-74.55416647,SOLAR ELECTRIC POWER GENERATION,2,2,2,1,0
ST. LAWERENCE UNIVERSITY - SUTTON,43.93312512,-75.87204285,SOLAR ELECTRIC POWER GENERATION,2,2,2,1,0
"DAVIS LANE SOLAR, LLC",36.107345,-76.52924,SOLAR ELECTRIC POWER GENERATION,5,5,5,1,0
SCANDIA CSG,45.25042054,-92.87148416,SOLAR ELECTRIC POWER GENERATION,5,5,5,5,0
MONTSUN,45.06066371,-93.9042039,SOLAR ELECTRIC POWER GENERATION,5,5,5,1,0
WAVESUN,45.060844,-93.980233,SOLAR ELECTRIC POWER GENERATION,5,5,5,1,0
INDEPENDENCE II SOLAR FARM,39.04,-94.27,SOLAR ELECTRIC POWER GENERATION,8.5,8.5,8.5,2,0
NRG DG FOXBOROUGH ELM CSG,42.056053,-71.141312,SOLAR ELECTRIC POWER GENERATION,2,2,2,1,0
TOWN OF FOXBOROUGH - LANDFILL (SREC II) CSG,42.059675,-71.135414,SOLAR ELECTRIC POWER GENERATION,1.2,1.2,1.2,1,0
CODY ROAD WIND FARM,42.97155652,-75.75984811,WIND ELECTRIC POWER GENERATION,0,0,0,0,0
FLAMBEAU SOLAR PARTNERS,45.73581014,-90.46964847,SOLAR ELECTRIC POWER GENERATION,2.5,2.5,2.5,1,0
CITIZENS AGAWAM LANDFILL SOLAR,42.092988,-72.597211,SOLAR ELECTRIC POWER GENERATION,1.8,1.8,1.8,1,0
NORTON LANDFILL SOLAR,41.959582,-71.150524,SOLAR ELECTRIC POWER GENERATION,1.5,1.5,1.5,1,0
TYNGSBOROUGH SOLAR,42.669744,-71.446484,SOLAR ELECTRIC POWER GENERATION,2.6,2.6,2.6,1,0
"NEW ROAD SOLAR, LLC",40.403238,-74.567786,SOLAR ELECTRIC POWER GENERATION,10,10,10,1,0
OLD BRIDGE SOLAR FARM,40.444372,-74.243376,SOLAR ELECTRIC POWER GENERATION,8.8,8.8,8.8,1,0
RARITAN SOLAR - 53 HIGHWAY,40.45236375,-74.86437858,SOLAR ELECTRIC POWER GENERATION,8.4,8.4,8.4,1,0
CED CHICOPEE SOLAR,42.20245763,-72.55120946,SOLAR ELECTRIC POWER GENERATION,3,3,3,1,0
UMASS,42.39185328,-72.53395147,SOLAR ELECTRIC POWER GENERATION,4,4,4,1,0
CAMDEN CSD SOLAR ARRAY,43.31356236,-75.69614816,SOLAR ELECTRIC POWER GENERATION,1.8,1.8,1.8,1,0
MONTGOMERY COUNTY SOLAR,39.11339975,-77.23211672,SOLAR ELECTRIC POWER GENERATION,1.9,1.9,1.9,1,0
"HEARTLAND DIVIDE WIND PROJECT, LLC",41.71138,-94.80199,WIND ELECTRIC POWER GENERATION,103.5,103.5,103.5,1,0
NC 102 PROJECT LLC,35.2908439,-80.49744289,SOLAR ELECTRIC POWER GENERATION,74.8,74.8,74.8,1,0
"WED KINGSTOWN SOLAR I, LLC - WEST",41.49197843,-71.624048,SOLAR ELECTRIC POWER GENERATION,1.5,1.5,1.5,1,0
WED STILSON SOLAR,41.52082589,-71.68596607,SOLAR ELECTRIC POWER GENERATION,2,2,2,1,0
CYRIL,34.89638679,-98.2270725,SOLAR ELECTRIC POWER GENERATION,5,5,5,1,0
MARIETTA,33.94204086,-97.10681865,SOLAR ELECTRIC POWER GENERATION,3,3,3,1,0
PINE RIDGE,35.01379675,-98.44296572,SOLAR ELECTRIC POWER GENERATION,3,3,3,1,0
TUTTLE,35.26573747,-97.84614729,SOLAR ELECTRIC POWER GENERATION,4,4,4,1,0
WED KINGSTOWN SOLAR I - EAST ARRAY,41.492253,-71.619114,SOLAR ELECTRIC POWER GENERATION,3,3,3,1,0
DUNDAS SOLAR HOLDINGS LLC CSG,44.43693441,-93.19825499,SOLAR ELECTRIC POWER GENERATION,5,5,5,1,0
WATERVILLE SOLAR HOLDINGS LLC,44.19790726,-93.56957595,SOLAR ELECTRIC POWER GENERATION,5,5,5,1,0
WEST BROOKFIELD SOLAR - GILBERTSVILLE RD,42.27173078,-72.21085017,SOLAR ELECTRIC POWER GENERATION,4,4,3,1,0
WILLIAM G MENNEN SPORTS SOLAR,40.814851,-74.47586,SOLAR ELECTRIC POWER GENERATION,1.3,1.3,1,1,0
"GOLDEN RENEWABLE ENERGY, LLC",43.115868,-93.22703,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
NRG DG TUFTS SCIENCE LLC,42.237583,-71.686069,SOLAR ELECTRIC POWER GENERATION,1,1,1,1,0
NRG DG DIGHTON LLC,41.801491,-71.144835,SOLAR ELECTRIC POWER GENERATION,3.1,3.1,3.1,1,0
NRG DG TUFTS KNOLL LLC,42.24325,-71.672328,SOLAR ELECTRIC POWER GENERATION,2,2,2,1,0
NRG DG WEBSTER LLC,42.41389,-71.513556,SOLAR ELECTRIC POWER GENERATION,1.3,1.3,1.3,1,0
DENISON SOLAR ARRAY,40.073337,-82.517957,SOLAR ELECTRIC POWER GENERATION,1.9,1.9,1.9,1,0
TURTLE CREEK WIND FARM LLC,43.429604,-92.839506,WIND ELECTRIC POWER GENERATION,200.1,200.1,200.1,1,0
"HOLSUM DE PUERTO RICO, INC.",18.40972048,-66.2354883,NOT AVAILABLE,0,2.6,2.7,3,0
TEXON HYDROELECTRIC PROJECT,42.221412,-72.85964,HYDROELECTRIC POWER GENERATION,1.5,1.5,1.5,1,0
SENECA FALLS HYDROELECTRIC PROJECT,42.915299,-76.78672,HYDROELECTRIC POWER GENERATION,5.1,5.1,5.1,3,0
WATERLOO HYDROELECTRIC PROJECT,42.901914,-76.86233,HYDROELECTRIC POWER GENERATION,1.5,1.5,1.5,3,0
LUZ SOLAR,34.370203,-80.0273,SOLAR ELECTRIC POWER GENERATION,0,0,0,0,0
AUGUST WIND FARM,40.764914,-94.475628,WIND ELECTRIC POWER GENERATION,1.8,1.8,1.8,1,0
ALTAIR COMMUNITY SOLAR GARDEN,43.92579002,-93.48580721,SOLAR ELECTRIC POWER GENERATION,1,1,1,1,0
LA3 WEST BATON ROUGE SOLAR FACILITY,30.465105,-91.331855,SOLAR ELECTRIC POWER GENERATION,50,50,50,1,0
NEW ORLEANS SOLAR POWER PLANT,30.05,-90.03,SOLAR ELECTRIC POWER GENERATION,1.6,1.6,1.6,2,0
ROBINS AIR FORCE BASE SOLAR,32.58508,-83.58699,SOLAR ELECTRIC POWER GENERATION,0,0,0,0,0
BLAZING STAR 2 WIND FARM,44.44679206,-96.35211755,WIND ELECTRIC POWER GENERATION,0,0,0,0,0
CAPRICORNUS COMMUNITY SOLAR GARDEN,45.39974137,-94.71586256,SOLAR ELECTRIC POWER GENERATION,1,1,1,1,0
"FIBER RECOVERY, INC.",44.8875,-89.3859,BIOMASS ELECTRIC POWER GENERATION,2.4,2.4,2.4,3,0
ALAFIA SOLAR,27.719139,-82.033889,SOLAR ELECTRIC POWER GENERATION,0,0,0,0,0
BALM SOLAR,27.769667,-82.233972,SOLAR ELECTRIC POWER GENERATION,74.4,74.4,74.4,1,0
BONNIE MINE SOLAR,27.89008,-81.98717,SOLAR ELECTRIC POWER GENERATION,37.5,37.5,37.5,1,0
GRANGE HALL SOLAR,27.681278,-82.164656,SOLAR ELECTRIC POWER GENERATION,61.1,61.1,61.1,1,0
LAKE HANCOCK SOLAR,27.719139,-82.03382942,SOLAR ELECTRIC POWER GENERATION,49.5,49.5,49.5,1,0
"COUGAR SOLAR, LLC",35.462405,-79.180654,SOLAR ELECTRIC POWER GENERATION,1.9,1.9,1.9,1,0
JANSSEN ORTHO LLC,18.244494,-65.9483,NOT AVAILABLE,0,17.7,17.7,11,0
WHIRLPOOL CORP-GREENVILLE WIND FARM,40.131293,-84.609857,WIND ELECTRIC POWER GENERATION,4.5,4.5,4.5,3,0
LITHIA SOLAR,27.753272,-82.164656,SOLAR ELECTRIC POWER GENERATION,74.5,74.5,74.5,1,0
MOUNTAIN VIEW SOLAR (FL),28.387144,-82.224408,SOLAR ELECTRIC POWER GENERATION,0,0,0,0,0
PAYNE CREEK SOLAR,27.66447592,-81.96347247,SOLAR ELECTRIC POWER GENERATION,70.3,70.3,70.3,1,0
PEACE CREEK SOLAR,27.913306,-81.810111,SOLAR ELECTRIC POWER GENERATION,55.4,55.4,55.4,1,0
WIMAUMA SOLAR,27.736389,-82.271722,SOLAR ELECTRIC POWER GENERATION,74.8,74.8,74.8,1,0
"CRESTON RIDGE II, LLC",41.67764721,-97.38976268,WIND ELECTRIC POWER GENERATION,6.9,6.9,6.9,3,0
SCANDIA COMMUNITY SOLAR GARDEN,45.29184374,-92.81233344,SOLAR ELECTRIC POWER GENERATION,2.5,2.5,2.5,1,0
RJC II COMMUNITY SOLAR GARDEN,44.138851,-93.257152,SOLAR ELECTRIC POWER GENERATION,1,1,1,1,0
BETCHER COMMUNITY SOLAR GARDEN,44.39586522,-92.60913421,SOLAR ELECTRIC POWER GENERATION,1,1,1,1,0
SHERBURNE COMMUNITY SOLAR,45.438123,-94.044166,SOLAR ELECTRIC POWER GENERATION,5,5,5,1,0
ARKWRIGHT SUMMIT WIND FARM LLC,42.414911,-79.242681,WIND ELECTRIC POWER GENERATION,78.4,78.4,78.4,1,0
NCSU CCUP COGENERATION PLANT,35.775583,-78.673723,FOSSIL FUEL ELECTRIC POWER GENERATION,6.6,6.3,6.6,2,0
NCSU CATES COGENERATION PLANT,35.784027,-78.674704,FOSSIL FUEL ELECTRIC POWER GENERATION,11.2,9.4,10.6,2,0
PERENNIAL WINDFARM,40.631872,-97.642708,WIND ELECTRIC POWER GENERATION,6.9,6.9,6.9,3,0
COX BATTERY ENERGY STORAGE,37.135022,-93.324363,OTHER ELECTRIC POWER GENERATION,1.2,1.2,1.2,1,0
TATANKA WI,45.21086118,-93.88229805,SOLAR ELECTRIC POWER GENERATION,7.1,7.1,7.1,1,0
KLAWOCK POWER GENERATION STATION,55.553197,-133.08535,FOSSIL FUEL ELECTRIC POWER GENERATION,2.5,2.5,2.5,1,0
SLANA GENERATING STATION,62.592756,-143.588869,FOSSIL FUEL ELECTRIC POWER GENERATION,1.2,1.2,1.2,3,0
JOHNSON 1 COMMUNITY SOLAR,45.48021637,-92.81275576,SOLAR ELECTRIC POWER GENERATION,1,1,1,1,0
PLUM CREEK,44.14504,-95.382723,WIND ELECTRIC POWER GENERATION,0,0,0,0,0
GRIMM COMMUNITY SOLAR,44.73239386,-94.60882804,SOLAR ELECTRIC POWER GENERATION,1,1,1,1,0
FOREMAN'S HILL COMMUNITY SOLAR,44.55261364,-92.63729482,SOLAR ELECTRIC POWER GENERATION,5,5,5,1,0
"DEPOT SOLAR CENTER, LLC",37.276278,-79.116506,SOLAR ELECTRIC POWER GENERATION,0,0,0,0,0
BUCKLEBERRY SOLAR,35.380683,-77.405992,SOLAR ELECTRIC POWER GENERATION,52.1,52.1,52.1,1,0
LOCKHEED MARTIN SOLAR,28.539415,-81.21830131,SOLAR ELECTRIC POWER GENERATION,1.9,1.9,1.9,1,0
JOHNSON II COMMUNITY SOLAR,45.49010188,-92.85218853,SOLAR ELECTRIC POWER GENERATION,1,1,1,1,0
TWIGGS SOLAR,32.60633902,-83.4935328,SOLAR ELECTRIC POWER GENERATION,204,204,204,1,0
OTARRE SOLAR PARK,33.93361828,-81.05320839,SOLAR ELECTRIC POWER GENERATION,1.6,1.6,1,1,0
SEABROOK SOLAR,32.56445,-80.742047,SOLAR ELECTRIC POWER GENERATION,72.5,72.5,72.5,1,0
GREATER NEW BEDFORD LFG UTILIZ. FACILITY,41.72375361,-70.97027815,BIOMASS ELECTRIC POWER GENERATION,3.3,3.2,3.2,1,0
SIKORSKY AIRCRAFT CHP,41.250009,-73.09865,FOSSIL FUEL ELECTRIC POWER GENERATION,9.3,10.4,11.9,2,0
AQUILA COMMUNITY SOLAR,45.65370196,-95.33964314,SOLAR ELECTRIC POWER GENERATION,1,1,1,1,0
ARCTURUS COMMUNITY SOLAR,44.28397243,-93.95426471,SOLAR ELECTRIC POWER GENERATION,1,1,1,1,0
AURIGA COMMUNITY SOLAR,43.977875,-95.767356,SOLAR ELECTRIC POWER GENERATION,1,1,1,1,0
CANOPUS COMMUNITY SOLAR,45.428308,-94.823247,SOLAR ELECTRIC POWER GENERATION,1,1,1,1,0
SAGITTA COMMUNITY SOLAR,44.948328,-95.386192,SOLAR ELECTRIC POWER GENERATION,1,1,1,1,0
LIBRA COMMUNITY SOLAR,45.671231,-95.388514,SOLAR ELECTRIC POWER GENERATION,1,1,1,1,0
AQUARIUS COMMUNITY SOLAR,44.229142,-95.620106,SOLAR ELECTRIC POWER GENERATION,1,1,1,1,0
CASSIOPEIA COMMUNITY SOLAR,45.647342,-95.328661,SOLAR ELECTRIC POWER GENERATION,1,1,1,1,0
CRUX COMMUNITY SOLAR,44.04006,-92.69318,SOLAR ELECTRIC POWER GENERATION,1,1,1,1,0
LEO COMMUNITY SOLAR,43.978197,-95.850781,SOLAR ELECTRIC POWER GENERATION,1,1,1,1,0
HYDRA COMMUNITY SOLAR,44.424936,-93.215897,SOLAR ELECTRIC POWER GENERATION,0,0,0,0,0
DENEB COMMUNITY SOLAR,45.404139,-94.831075,SOLAR ELECTRIC POWER GENERATION,1,1,1,1,0
KAUS COMMUNITY SOLAR,44.050383,-92.961372,SOLAR ELECTRIC POWER GENERATION,1,1,1,1,0
"IRE SOLAR I, LLC",44.3,-75.5,SOLAR ELECTRIC POWER GENERATION,1,1,1,1,0
"CJ SOLAR I, LLC",44.7,-75.3,SOLAR ELECTRIC POWER GENERATION,2,2,2,1,0
"COU SOLAR I, LLC",44.7,-75.30008923,SOLAR ELECTRIC POWER GENERATION,1.5,1.5,1.5,1,0
ONYX - SARATOGA SPRINGS LANDFILL SOLAR,43.096874,-73.744855,SOLAR ELECTRIC POWER GENERATION,2,2,2,1,0
MADISON COUNTY,43.028289,-75.700978,SOLAR ELECTRIC POWER GENERATION,1.8,1.8,1.8,1,0
ONYX - PEMBROKE LANDFILL SOLAR,42.05104814,-70.80169126,SOLAR ELECTRIC POWER GENERATION,2.4,2.4,2.4,1,0
ONYX - BROCKTON THATCHER LANDFILL SOLAR,42.066369,-70.983446,SOLAR ELECTRIC POWER GENERATION,3.7,3.7,3.7,1,0
BARRETT FARM SOLAR - PHASE I,41.94418316,-71.88437126,SOLAR ELECTRIC POWER GENERATION,1.7,2.4,2.4,1,0
RICHMOND SOLAR SITE 2,39.83716396,-84.81968125,SOLAR ELECTRIC POWER GENERATION,7.5,7.5,6,1,0
MA SOLAR STORAGE 1,42.450729,-71.742627,SOLAR ELECTRIC POWER GENERATION,2.1,2.1,2.1,2,0
"SOLTEN PLAINVILLE 6000, LLC",42.04108272,-71.29268413,SOLAR ELECTRIC POWER GENERATION,4.9,4.9,4.9,1,0
RANDOLPH,42.17762725,-71.07847817,SOLAR ELECTRIC POWER GENERATION,3.8,3.8,3.8,1,0
HAYWOOD SOLAR,35.5775,-89.286944,SOLAR ELECTRIC POWER GENERATION,3,3,3,1,0
SENECA NATION CATTARAUGUS WIND TURBINE,42.5809,-79.1027,WIND ELECTRIC POWER GENERATION,1.5,1.5,1.5,1,0
HILLTOPPER WIND PROJECT,39.95178486,-89.30609446,WIND ELECTRIC POWER GENERATION,185,185,185,1,0
WOODS HILL SOLAR,41.83117375,-71.91950532,SOLAR ELECTRIC POWER GENERATION,20,20,20,1,0
NAVY YARD PEAKER STATION,39.890223,-75.185539,FOSSIL FUEL ELECTRIC POWER GENERATION,8,8,8,4,0
GWCC PV SOLAR FARM,39.017238,-76.908997,SOLAR ELECTRIC POWER GENERATION,1.6,1.6,1.6,1,0
LOCKHEED MARTIN RMS SYRACUSE,43.109574,-76.189224,OTHER ELECTRIC POWER GENERATION,1,1,1,1,0
GRATIS ROAD SOLAR FACILITY,33.8452932,-83.69767723,SOLAR ELECTRIC POWER GENERATION,3,3,3,1,0
NAVAL SUB BASE NEW LONDON FUEL CELL,41.4,-72.0855,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
L'OREAL SOLAR - FLORENCE,38.987696,-84.608172,SOLAR ELECTRIC POWER GENERATION,1.1,0.9,0.6,1,0
AURORA COUNTY WIND,43.72128904,-98.74898403,WIND ELECTRIC POWER GENERATION,20,20,20,1,0
BRULE COUNTY WIND,43.71961384,-98.92333012,WIND ELECTRIC POWER GENERATION,20,20,20,1,0
"FOXTAIL WIND, LLC",46.098211,-98.880073,WIND ELECTRIC POWER GENERATION,150,150,150,1,0
"SOUTHERN CURRENT ONE, LLC",32.9521161,-81.21765521,SOLAR ELECTRIC POWER GENERATION,10.2,10.2,10.2,1,0
TOM BEVILL LOCK AND DAM HYDROELECTRIC,33.21022575,-88.2872125,HYDROELECTRIC POWER GENERATION,0,0,0,0,0
ROTOR CLIP,40.53837047,-74.53240593,SOLAR ELECTRIC POWER GENERATION,2.8,2.7,2.2,1,0
"EAST ACRES SOLAR NG, LLC",42.48840399,-73.24217634,SOLAR ELECTRIC POWER GENERATION,5.8,5.8,2.8,1,0
MEADOW LAKE WIND FARM VI LLC,40.69164781,-87.12893836,WIND ELECTRIC POWER GENERATION,200.4,200.4,200.4,1,0
GASTON COUNTY RENEWABLE ENERGY CENTER,35.3857,-81.172,BIOMASS ELECTRIC POWER GENERATION,4.2,4.2,4.2,3,0
COVINGTON SOLAR FARM,36.31704436,-97.58282525,SOLAR ELECTRIC POWER GENERATION,10,10,10,1,0
C4GT,37.447097,-77.167304,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
SHERBURNE NORTH PROJECT,45.49906825,-94.11273788,SOLAR ELECTRIC POWER GENERATION,5,5,5,1,0
SUNSHINE GATEWAY SOLAR ENERGY CENTER,30.29,-82.75,SOLAR ELECTRIC POWER GENERATION,74.5,74.5,74.5,1,0
GORE MOUNTAIN SOLAR II,43.543378,-73.32307,SOLAR ELECTRIC POWER GENERATION,2,2,2,1,0
HGS SOLAR I,43.543716,-73.325257,SOLAR ELECTRIC POWER GENERATION,2,2,2,1,0
MIAMI DADE SOLAR ENERGY CENTER,25.64242705,-80.48914339,SOLAR ELECTRIC POWER GENERATION,74.5,74.5,74.5,1,0
PIONEER TRAIL SOLAR ENERGY CENTER,29.08,-81.1,SOLAR ELECTRIC POWER GENERATION,74.5,74.5,74.5,1,0
INTERSTATE SOLAR ENERGY CENTER,27.48824546,-80.44394991,SOLAR ELECTRIC POWER GENERATION,74.5,74.5,74.5,1,0
SYNCARPHA HANCOCK I CSG,42.433031,-73.336092,SOLAR ELECTRIC POWER GENERATION,2,2,2,1,0
SYNCARPHA HANCOCK II CSG,42.42577145,-73.34493777,SOLAR ELECTRIC POWER GENERATION,2,2,2,1,0
SYNCARPHA HANCOCK III CSG,42.42882733,-73.33093458,SOLAR ELECTRIC POWER GENERATION,1,1,1,1,0
"SYNCARPHA STILL RIVER, LLC",42.42075,-71.641533,SOLAR ELECTRIC POWER GENERATION,2,2,2,1,0
TOWN OF OTIS WIND ENERGY PROJECT,42.225765,-73.025764,WIND ELECTRIC POWER GENERATION,1.5,1.5,1.5,1,0
BREVARD,28.39341143,-80.83228278,BIOMASS ELECTRIC POWER GENERATION,9.6,9.6,9.6,6,0
NORTH 301 SOLAR,36.213,-77.624,SOLAR ELECTRIC POWER GENERATION,20,20,20,1,0
HERNANDO,28.66898,-82.485733,BIOMASS ELECTRIC POWER GENERATION,1.6,1.6,1.6,1,0
SEMINOLE ENERGY,28.790186,-81.089015,BIOMASS ELECTRIC POWER GENERATION,4.8,4.8,4.8,3,0
EDENTON SOLAR,36.0511851,-76.5443712,SOLAR ELECTRIC POWER GENERATION,5,5,5,1,0
UPSTREAM WIND ENERGY LLC,42.184336,-97.964978,WIND ELECTRIC POWER GENERATION,202.5,202.5,202.5,1,0
CAMILLA SOLAR ENERGY PROJECT,31.27221262,-84.22558725,SOLAR ELECTRIC POWER GENERATION,171.4,171.4,171.4,1,0
TRINITY COLLEGE FUEL CELL,41.746288,-72.689356,FOSSIL FUEL ELECTRIC POWER GENERATION,1.4,1.4,1.4,1,0
BISHOP HILL III,41.21499739,-90.27790853,WIND ELECTRIC POWER GENERATION,119,119,119,1,0
HILLTOP POWER,43.912882,-96.193221,WIND ELECTRIC POWER GENERATION,2,2,2,1,0
"DIAMOND VISTA WIND PROJECT, LLC",38.56393155,-97.34576056,WIND ELECTRIC POWER GENERATION,299.3,299.3,299.3,1,0
"SHAW CREEK SOLAR, LLC",33.674689,-81.754444,SOLAR ELECTRIC POWER GENERATION,74.9,74.9,74.9,1,0
HEYER CSG,44.22672347,-93.42039488,SOLAR ELECTRIC POWER GENERATION,1,1,1,1,0
GATEWAY SOLAR,38.376941,-75.274195,SOLAR ELECTRIC POWER GENERATION,7.6,7.6,7.6,2,0
LEGORE BRIDGE SOLAR CENTER,39.572402,-77.307869,SOLAR ELECTRIC POWER GENERATION,0,0,0,0,0
MASON DIXON SOLAR CENTER,39.716798,-77.749422,SOLAR ELECTRIC POWER GENERATION,0,0,0,0,0
PRAIRIE SKY SOLAR FARM,37.75125914,-97.07394497,SOLAR ELECTRIC POWER GENERATION,1,1,1,1,0
RENSSELAER SOLAR SITE 2,40.949786,-87.14817,SOLAR ELECTRIC POWER GENERATION,4,4,3.2,1,0
DG AMP SOLAR SMYRNA,39.27974007,-75.62126282,SOLAR ELECTRIC POWER GENERATION,1.2,1.2,1.2,1,0
CITY OF ROCHESTER SOLAR,43.17807442,-77.67642759,SOLAR ELECTRIC POWER GENERATION,1.8,1.8,1.8,1,0
DG AMP SOLAR PIQUA STAUNTON,40.14085172,-84.23042352,SOLAR ELECTRIC POWER GENERATION,1.8,1.8,1.8,1,0
HAMILTON SOLAR POWER PLANT,30.444324,-83.186935,SOLAR ELECTRIC POWER GENERATION,74.9,74.9,74.9,1,0
HIMA SAN PABLO - CAGUAS,18.21750748,-66.0326764,NOT AVAILABLE,0,9,9,5,0
SUMMIT LAKE WIND ENERGY PROJECT,46.748678,-88.174453,WIND ELECTRIC POWER GENERATION,0,0,0,0,0
"RANCHLAND SOLAR, LLC",36.47207704,-76.15233772,SOLAR ELECTRIC POWER GENERATION,60,60,60,1,0
KEARSARGE CONCORD II,42.44949636,-71.42050038,SOLAR ELECTRIC POWER GENERATION,4.5,4.5,4.5,1,0
KEARSARGE GRANBY,42.22212919,-72.50874441,SOLAR ELECTRIC POWER GENERATION,2.5,2.5,2.5,5,0
IKEA OAK CREEK ROOFTOP PV SYSTEM,42.902949,-87.935448,SOLAR ELECTRIC POWER GENERATION,1.2,1.2,1.2,1,0
BIG LAKE PROJECT,45.334,-93.792,SOLAR ELECTRIC POWER GENERATION,5,5,5,1,0
DG AMP SOLAR BREWSTER,40.702397,-81.58983,SOLAR ELECTRIC POWER GENERATION,1.9,1.9,1.9,1,0
IKEA CONSHOHOCKEN ROOFTOP PV SYSTEM,40.09462397,-75.30641007,SOLAR ELECTRIC POWER GENERATION,1,1,1,1,0
IKEA NEW HAVEN ROOFTOP PV & FUEL CELL,41.295715,-72.91995,SOLAR ELECTRIC POWER GENERATION,1.1,1.1,1.1,2,0
IKEA JACKSONVILLE ROOFTOP PV SYSTEM,30.23,-81.51,SOLAR ELECTRIC POWER GENERATION,1.4,1.4,1.4,1,0
"PRINCETON ENERGY CENTER, LLC",40.339838,-74.62393,FOSSIL FUEL ELECTRIC POWER GENERATION,10.8,10.6,10.6,5,0
HARVEST WIND ENERGY PROJECT,40.874903,-86.516069,WIND ELECTRIC POWER GENERATION,0,0,0,0,0
O'FALLON RENEWABLE ENERGY CENTER,38.826648,-90.678124,SOLAR ELECTRIC POWER GENERATION,4.5,4.5,4.5,1,0
FREEDOM SOLAR,34.28770432,-79.14984646,SOLAR ELECTRIC POWER GENERATION,5,5,5,1,0
"MINCO WIND IV, LLC",35.381047,-98.269562,WIND ELECTRIC POWER GENERATION,130,130,130,1,0
"MINCO WIND V, LLC",35.47529575,-98.44282315,WIND ELECTRIC POWER GENERATION,0,0,0,0,0
CLEVELAND THERMAL,41.5094,-81.682272,FOSSIL FUEL ELECTRIC POWER GENERATION,1,1,1,2,0
FECC SOLAR BENTON,34.638429,-92.578347,SOLAR ELECTRIC POWER GENERATION,1,1,1,1,0
"HOPE FARM SOLAR, LLC",41.7479,-71.5263,SOLAR ELECTRIC POWER GENERATION,10,10,10,1,0
"SCITUATE RI SOLAR, LLC",41.7496,-71.5535,SOLAR ELECTRIC POWER GENERATION,0,0,0,0,0
"SUN FARM VI, LLC",36.114444,-76.507778,SOLAR ELECTRIC POWER GENERATION,5,4.8,4.8,1,0
BROADALBIN,43.06299066,-74.15868262,SOLAR ELECTRIC POWER GENERATION,2,2,2,1,0
DANVILLE,36.660591,-79.29906,SOLAR ELECTRIC POWER GENERATION,6,6,6,1,0
AMANA SOCIETY SERVICE COMPANY,41.79323,-91.89179,FOSSIL FUEL ELECTRIC POWER GENERATION,21.6,21.6,21.6,12,0
CAMPBELL INDUSTRIAL PARK BESS,21.3064,-158.105,OTHER ELECTRIC POWER GENERATION,1,1,1,1,0
TORAY PLASTIC AMERICA'S CHP PLANT,41.593802,-71.427609,FOSSIL FUEL ELECTRIC POWER GENERATION,20,19.3,20,3,0
DUANESBURG,42.7553963,-74.20417893,SOLAR ELECTRIC POWER GENERATION,2,2,2,1,0
"DIX SOLAR, L.L.C",39.977433,-74.621862,SOLAR ELECTRIC POWER GENERATION,13,13,13,1,0
